,cor000,cor001,cor002,cor003,cor004,cor005,cor006,cor007,cor008,cor009,cor010,cor011,cor012,cor013,cor014,cor015,cor016,cor017,cor018,cor019,cor020,cor021,cor022,cor023,cor024,cor025,cor026,cor027,cor028,cor029,cor030,cor031,cor032,cor033,cor034,cor035,cor036,cor037,cor038,cor039,cor040,cor041,cor042,cor043,cor044,cor045,cor046,cor047,cor048,cor049,cor050,cor051,cor052,cor053,cor054,cor055,cor056,cor057,cor058,cor059,cor060,cor061,cor062,cor063,cor064,cor065,cor066,cor067,cor068,cor069,cor070,cor071,cor072,cor073,cor074,cor075,cor076,cor077,cor078,cor079,cor080,cor081,cor082,cor083,cor084,cor085,cor086,cor087,cor088,cor089,cor090,cor091,cor092,cor093,cor094,cor095,cor096,cor097,cor098,cor099,cor100,cor101,cor102,cor103,cor104,cor105,cor106,cor107,cor108,cor109,cor110,cor111,cor112,cor113,cor114,cor115,cor116,cor117,cor118,cor119,cor120,cor121,cor122,cor123,cor124,cor125,cor126,cor127,cor128,cor129,cor130,cor131,cor132,cor133,cor134,cor135,cor136,cor137,cor138,cor139,cor140,cor141,cor142,cor143,cor144,cor145,cor146,cor147,cor148,cor149,cor150,cor151,cor152,cor153,cor154,cor155,cor156,cor157,cor158,cor159,cor160,cor161,cor162,cor163,cor164,cor165,cor166,cor167,cor168,cor169,cor170,cor171,cor172,cor173,cor174,cor175,cor176,cor177,cor178,cor179,cor180,cor181,cor182,cor183,cor184,cor185,cor186,cor187,cor188,cor189,cor190,cor191,cor192,cor193,cor194,cor195,cor196,cor197,cor198,cor199,cor200,cor201,cor202,cor203,cor204,cor205,cor206,cor207,cor208,cor209,cor210,cor211,cor212,cor213,cor214,cor215,cor216,cor217,cor218,cor219,cor220,cor221,cor222,cor223,cor224,cor225,cor226,cor227,cor228,cor229,cor230,cor231,cor232,cor233,cor234,cor235,cor236,cor237,cor238,cor239,cor240,cor241,cor242,cor243,cor244,cor245,cor246,cor247,cor248,cor249,cor250,cor251,cor252,cor253,cor254,cor255,classe
19,2769.0,474.0,960.0,423.0,597.0,96.0,480.0,318.0,672.0,477.0,282.0,564.0,261.0,93.0,156.0,483.0,597.0,201.0,192.0,132.0,426.0,36.0,411.0,285.0,138.0,135.0,54.0,123.0,108.0,54.0,198.0,363.0,636.0,84.0,330.0,105.0,162.0,24.0,150.0,90.0,576.0,528.0,165.0,615.0,189.0,105.0,162.0,912.0,240.0,99.0,81.0,51.0,153.0,45.0,189.0,96.0,162.0,201.0,63.0,153.0,183.0,147.0,186.0,738.0,948.0,297.0,228.0,180.0,240.0,75.0,129.0,126.0,225.0,204.0,75.0,192.0,84.0,57.0,96.0,174.0,237.0,114.0,51.0,75.0,195.0,39.0,129.0,174.0,63.0,72.0,27.0,66.0,99.0,33.0,84.0,180.0,486.0,114.0,177.0,60.0,123.0,18.0,144.0,78.0,609.0,648.0,228.0,633.0,171.0,126.0,153.0,732.0,159.0,63.0,93.0,39.0,216.0,33.0,180.0,93.0,186.0,201.0,90.0,168.0,204.0,180.0,195.0,636.0,441.0,102.0,246.0,138.0,96.0,24.0,81.0,90.0,225.0,162.0,105.0,183.0,87.0,42.0,54.0,156.0,348.0,153.0,150.0,153.0,342.0,84.0,390.0,816.0,162.0,165.0,60.0,165.0,147.0,123.0,141.0,699.0,93.0,15.0,84.0,27.0,27.0,3.0,24.0,36.0,63.0,120.0,60.0,180.0,24.0,12.0,33.0,99.0,102.0,36.0,57.0,21.0,99.0,15.0,126.0,81.0,105.0,132.0,60.0,147.0,123.0,57.0,129.0,849.0,411.0,105.0,174.0,120.0,93.0,24.0,63.0,81.0,144.0,165.0,108.0,162.0,60.0,30.0,45.0,132.0,504.0,165.0,153.0,165.0,405.0,165.0,390.0,744.0,126.0,198.0,54.0,186.0,216.0,105.0,180.0,573.0,375.0,111.0,213.0,132.0,69.0,15.0,102.0,84.0,444.0,858.0,153.0,936.0,159.0,81.0,150.0,741.0,525.0,204.0,180.0,135.0,933.0,108.0,714.0,750.0,540.0,921.0,150.0,690.0,723.0,987.0,543.0,3633.0,laranja
20,2517.0,402.0,768.0,393.0,468.0,93.0,513.0,498.0,663.0,423.0,228.0,576.0,126.0,66.0,150.0,546.0,684.0,144.0,177.0,147.0,549.0,99.0,813.0,930.0,117.0,105.0,39.0,144.0,147.0,99.0,168.0,624.0,531.0,96.0,174.0,63.0,135.0,21.0,99.0,75.0,525.0,519.0,213.0,696.0,102.0,72.0,171.0,837.0,183.0,54.0,42.0,45.0,156.0,36.0,138.0,132.0,99.0,78.0,39.0,120.0,93.0,96.0,180.0,831.0,843.0,180.0,285.0,114.0,192.0,30.0,126.0,141.0,177.0,162.0,51.0,174.0,66.0,39.0,42.0,138.0,225.0,66.0,75.0,48.0,219.0,27.0,150.0,147.0,45.0,42.0,36.0,45.0,51.0,36.0,45.0,174.0,609.0,84.0,123.0,114.0,126.0,33.0,87.0,111.0,675.0,879.0,156.0,825.0,126.0,138.0,120.0,693.0,183.0,54.0,39.0,45.0,162.0,60.0,156.0,180.0,183.0,165.0,54.0,183.0,114.0,213.0,174.0,864.0,408.0,105.0,186.0,141.0,81.0,30.0,99.0,114.0,144.0,123.0,45.0,147.0,45.0,45.0,36.0,144.0,537.0,123.0,171.0,171.0,690.0,90.0,750.0,1053.0,108.0,120.0,63.0,150.0,135.0,129.0,144.0,882.0,120.0,15.0,42.0,36.0,30.0,6.0,21.0,18.0,108.0,84.0,69.0,108.0,30.0,33.0,30.0,150.0,72.0,27.0,33.0,30.0,162.0,42.0,168.0,201.0,96.0,108.0,39.0,195.0,135.0,210.0,246.0,1107.0,561.0,111.0,153.0,114.0,90.0,27.0,108.0,105.0,186.0,153.0,39.0,147.0,66.0,21.0,66.0,132.0,741.0,153.0,186.0,171.0,888.0,117.0,915.0,978.0,159.0,180.0,72.0,177.0,147.0,183.0,222.0,876.0,588.0,84.0,129.0,102.0,93.0,33.0,150.0,126.0,699.0,906.0,177.0,915.0,165.0,195.0,213.0,1086.0,783.0,147.0,186.0,171.0,1092.0,225.0,873.0,1122.0,786.0,966.0,195.0,993.0,909.0,1128.0,1029.0,6360.0,limao
21,2451.0,519.0,813.0,561.0,327.0,87.0,420.0,474.0,465.0,543.0,165.0,759.0,102.0,72.0,123.0,633.0,444.0,111.0,219.0,141.0,354.0,66.0,585.0,537.0,96.0,87.0,81.0,132.0,105.0,90.0,111.0,660.0,438.0,114.0,192.0,96.0,126.0,45.0,120.0,78.0,501.0,579.0,198.0,915.0,183.0,99.0,174.0,1086.0,117.0,39.0,96.0,48.0,84.0,36.0,129.0,99.0,102.0,102.0,54.0,138.0,111.0,102.0,159.0,903.0,924.0,219.0,180.0,171.0,186.0,78.0,117.0,117.0,231.0,255.0,57.0,135.0,57.0,60.0,84.0,219.0,153.0,63.0,66.0,57.0,132.0,54.0,162.0,126.0,48.0,48.0,33.0,57.0,48.0,45.0,54.0,177.0,558.0,114.0,102.0,78.0,117.0,21.0,90.0,93.0,759.0,1137.0,186.0,972.0,117.0,186.0,153.0,918.0,150.0,30.0,42.0,42.0,123.0,63.0,132.0,138.0,180.0,156.0,33.0,249.0,159.0,168.0,192.0,1098.0,519.0,165.0,201.0,129.0,81.0,30.0,81.0,72.0,135.0,147.0,60.0,132.0,57.0,33.0,48.0,132.0,498.0,117.0,228.0,153.0,459.0,105.0,870.0,795.0,72.0,108.0,51.0,126.0,129.0,126.0,114.0,819.0,144.0,57.0,45.0,48.0,24.0,15.0,60.0,27.0,105.0,141.0,45.0,174.0,33.0,36.0,21.0,177.0,93.0,30.0,27.0,51.0,108.0,18.0,222.0,183.0,78.0,147.0,51.0,195.0,123.0,135.0,198.0,1275.0,648.0,135.0,177.0,132.0,96.0,48.0,84.0,75.0,144.0,177.0,51.0,141.0,60.0,33.0,36.0,147.0,633.0,162.0,141.0,144.0,771.0,147.0,825.0,771.0,120.0,180.0,60.0,180.0,126.0,177.0,150.0,1071.0,501.0,120.0,144.0,105.0,84.0,42.0,81.0,78.0,756.0,1242.0,147.0,873.0,120.0,255.0,93.0,933.0,690.0,150.0,192.0,162.0,810.0,195.0,960.0,828.0,711.0,918.0,246.0,1206.0,1044.0,1527.0,1227.0,8064.0,limao
22,2586.0,378.0,582.0,402.0,531.0,105.0,492.0,459.0,606.0,411.0,237.0,459.0,177.0,84.0,168.0,504.0,678.0,213.0,216.0,195.0,567.0,126.0,612.0,987.0,162.0,144.0,72.0,180.0,120.0,108.0,183.0,714.0,465.0,99.0,153.0,102.0,147.0,45.0,117.0,87.0,423.0,489.0,177.0,567.0,120.0,84.0,126.0,705.0,168.0,66.0,66.0,60.0,132.0,36.0,144.0,249.0,150.0,126.0,87.0,141.0,111.0,99.0,150.0,648.0,687.0,129.0,207.0,120.0,183.0,48.0,132.0,156.0,213.0,138.0,87.0,108.0,87.0,21.0,54.0,114.0,237.0,93.0,60.0,45.0,198.0,33.0,183.0,174.0,51.0,81.0,39.0,48.0,48.0,42.0,75.0,216.0,453.0,117.0,111.0,117.0,159.0,27.0,102.0,105.0,573.0,672.0,129.0,711.0,123.0,135.0,174.0,732.0,168.0,33.0,102.0,72.0,162.0,48.0,159.0,246.0,180.0,153.0,63.0,219.0,150.0,150.0,168.0,1041.0,417.0,105.0,180.0,111.0,108.0,39.0,111.0,108.0,240.0,129.0,108.0,150.0,78.0,45.0,72.0,171.0,522.0,162.0,183.0,132.0,624.0,138.0,849.0,813.0,135.0,150.0,93.0,180.0,195.0,120.0,168.0,903.0,111.0,39.0,48.0,30.0,69.0,15.0,33.0,24.0,111.0,90.0,42.0,129.0,45.0,36.0,54.0,198.0,102.0,51.0,39.0,45.0,129.0,36.0,162.0,180.0,84.0,111.0,48.0,159.0,108.0,144.0,162.0,1050.0,477.0,141.0,129.0,108.0,108.0,30.0,102.0,123.0,201.0,147.0,69.0,153.0,69.0,54.0,60.0,219.0,651.0,165.0,180.0,186.0,855.0,204.0,846.0,984.0,159.0,162.0,66.0,177.0,204.0,195.0,204.0,1014.0,546.0,141.0,123.0,114.0,159.0,24.0,123.0,153.0,705.0,759.0,153.0,795.0,195.0,204.0,189.0,1143.0,603.0,168.0,111.0,174.0,951.0,201.0,846.0,1191.0,627.0,840.0,213.0,936.0,747.0,1071.0,1083.0,7431.0,limao
23,2352.0,369.0,861.0,510.0,318.0,75.0,441.0,492.0,468.0,516.0,180.0,741.0,120.0,102.0,114.0,873.0,351.0,120.0,237.0,123.0,378.0,54.0,534.0,603.0,102.0,105.0,78.0,138.0,129.0,78.0,135.0,597.0,462.0,147.0,183.0,105.0,102.0,27.0,141.0,96.0,477.0,603.0,144.0,852.0,129.0,150.0,192.0,996.0,144.0,45.0,69.0,63.0,144.0,24.0,162.0,156.0,135.0,129.0,72.0,159.0,105.0,144.0,186.0,918.0,756.0,234.0,153.0,132.0,180.0,84.0,132.0,147.0,153.0,219.0,48.0,222.0,51.0,72.0,84.0,180.0,132.0,84.0,39.0,75.0,174.0,63.0,174.0,165.0,30.0,51.0,48.0,60.0,75.0,63.0,48.0,204.0,429.0,102.0,129.0,81.0,105.0,54.0,123.0,81.0,693.0,828.0,180.0,921.0,147.0,195.0,165.0,891.0,186.0,51.0,54.0,60.0,123.0,57.0,147.0,153.0,177.0,177.0,42.0,264.0,168.0,189.0,219.0,954.0,408.0,123.0,162.0,123.0,78.0,27.0,84.0,87.0,132.0,171.0,66.0,141.0,39.0,48.0,51.0,192.0,402.0,90.0,213.0,168.0,399.0,60.0,630.0,792.0,120.0,111.0,45.0,168.0,123.0,114.0,168.0,912.0,96.0,63.0,69.0,48.0,45.0,18.0,42.0,27.0,93.0,117.0,48.0,183.0,24.0,42.0,42.0,171.0,111.0,27.0,75.0,57.0,153.0,54.0,159.0,177.0,114.0,93.0,60.0,153.0,90.0,138.0,171.0,1209.0,606.0,141.0,138.0,135.0,93.0,39.0,102.0,90.0,159.0,204.0,57.0,177.0,54.0,63.0,66.0,153.0,687.0,198.0,186.0,162.0,615.0,129.0,666.0,702.0,144.0,138.0,66.0,138.0,162.0,180.0,147.0,987.0,552.0,120.0,144.0,123.0,105.0,33.0,108.0,87.0,744.0,1074.0,177.0,753.0,180.0,225.0,168.0,870.0,810.0,195.0,174.0,198.0,906.0,159.0,888.0,861.0,708.0,861.0,249.0,1122.0,1101.0,1398.0,1035.0,8244.0,limao
24,2571.0,354.0,531.0,339.0,513.0,87.0,513.0,489.0,567.0,345.0,192.0,531.0,198.0,81.0,159.0,648.0,699.0,174.0,168.0,150.0,531.0,102.0,711.0,858.0,168.0,138.0,60.0,153.0,111.0,75.0,177.0,762.0,549.0,81.0,150.0,111.0,135.0,39.0,102.0,111.0,411.0,444.0,159.0,561.0,114.0,90.0,168.0,783.0,183.0,84.0,63.0,51.0,108.0,54.0,165.0,198.0,114.0,141.0,78.0,156.0,99.0,102.0,156.0,726.0,600.0,132.0,213.0,132.0,150.0,72.0,135.0,114.0,171.0,147.0,54.0,159.0,72.0,72.0,42.0,123.0,144.0,78.0,42.0,72.0,195.0,60.0,183.0,246.0,78.0,60.0,36.0,87.0,66.0,60.0,102.0,210.0,444.0,99.0,99.0,93.0,126.0,48.0,99.0,147.0,576.0,663.0,156.0,708.0,159.0,129.0,138.0,759.0,186.0,57.0,21.0,72.0,159.0,84.0,129.0,165.0,168.0,168.0,81.0,213.0,165.0,132.0,225.0,966.0,417.0,63.0,141.0,90.0,147.0,18.0,90.0,120.0,177.0,111.0,84.0,183.0,69.0,42.0,45.0,186.0,459.0,108.0,177.0,147.0,732.0,126.0,906.0,840.0,120.0,129.0,57.0,171.0,156.0,117.0,177.0,927.0,90.0,39.0,48.0,39.0,57.0,27.0,51.0,48.0,75.0,117.0,69.0,171.0,48.0,33.0,81.0,183.0,129.0,33.0,51.0,63.0,159.0,42.0,126.0,168.0,69.0,93.0,66.0,123.0,123.0,153.0,174.0,1098.0,405.0,102.0,114.0,108.0,102.0,39.0,102.0,147.0,192.0,99.0,90.0,144.0,66.0,66.0,60.0,168.0,618.0,165.0,159.0,147.0,996.0,168.0,1137.0,1017.0,189.0,174.0,120.0,204.0,195.0,162.0,234.0,936.0,597.0,102.0,147.0,138.0,138.0,57.0,141.0,123.0,777.0,720.0,225.0,894.0,165.0,180.0,192.0,1071.0,777.0,174.0,162.0,204.0,1017.0,192.0,795.0,1197.0,816.0,981.0,192.0,1020.0,807.0,1134.0,1044.0,7458.0,limao
25,2367.0,405.0,759.0,585.0,354.0,93.0,471.0,534.0,492.0,480.0,216.0,828.0,165.0,126.0,183.0,1194.0,486.0,90.0,189.0,153.0,426.0,84.0,453.0,651.0,84.0,105.0,78.0,192.0,93.0,123.0,153.0,768.0,420.0,78.0,141.0,120.0,78.0,39.0,120.0,123.0,537.0,615.0,156.0,708.0,132.0,150.0,165.0,981.0,138.0,72.0,66.0,72.0,114.0,33.0,198.0,204.0,123.0,138.0,63.0,174.0,150.0,138.0,198.0,867.0,825.0,150.0,150.0,117.0,138.0,57.0,99.0,111.0,165.0,144.0,42.0,132.0,81.0,78.0,81.0,183.0,186.0,75.0,48.0,84.0,180.0,57.0,123.0,183.0,42.0,63.0,39.0,63.0,66.0,75.0,66.0,204.0,546.0,96.0,135.0,102.0,93.0,48.0,129.0,129.0,717.0,792.0,168.0,801.0,201.0,192.0,186.0,957.0,204.0,87.0,51.0,99.0,162.0,51.0,165.0,189.0,168.0,225.0,72.0,240.0,174.0,234.0,180.0,1035.0,405.0,99.0,123.0,117.0,75.0,27.0,90.0,126.0,123.0,123.0,66.0,159.0,27.0,30.0,54.0,207.0,429.0,96.0,117.0,141.0,357.0,84.0,507.0,744.0,114.0,123.0,63.0,162.0,120.0,111.0,132.0,837.0,111.0,42.0,42.0,39.0,18.0,15.0,42.0,42.0,105.0,126.0,72.0,180.0,54.0,30.0,45.0,174.0,144.0,60.0,78.0,81.0,99.0,57.0,198.0,171.0,111.0,114.0,102.0,213.0,150.0,159.0,222.0,1134.0,501.0,147.0,123.0,153.0,78.0,63.0,81.0,96.0,198.0,180.0,69.0,189.0,72.0,87.0,72.0,201.0,597.0,147.0,189.0,198.0,561.0,150.0,531.0,837.0,171.0,162.0,69.0,162.0,174.0,219.0,204.0,927.0,564.0,105.0,138.0,132.0,93.0,57.0,126.0,102.0,747.0,978.0,192.0,948.0,150.0,150.0,192.0,939.0,816.0,162.0,210.0,201.0,846.0,186.0,870.0,915.0,783.0,888.0,198.0,1050.0,900.0,1125.0,942.0,8163.0,limao
26,2250.0,285.0,555.0,402.0,501.0,99.0,576.0,576.0,561.0,345.0,171.0,546.0,159.0,87.0,162.0,681.0,633.0,144.0,156.0,189.0,546.0,123.0,843.0,1209.0,129.0,144.0,54.0,129.0,138.0,111.0,135.0,780.0,426.0,84.0,153.0,87.0,72.0,30.0,108.0,96.0,474.0,366.0,129.0,561.0,99.0,96.0,156.0,717.0,213.0,51.0,60.0,72.0,138.0,66.0,156.0,180.0,93.0,102.0,42.0,183.0,99.0,111.0,168.0,801.0,729.0,153.0,171.0,144.0,123.0,54.0,96.0,126.0,171.0,105.0,51.0,147.0,63.0,54.0,39.0,168.0,228.0,63.0,63.0,63.0,195.0,60.0,171.0,174.0,66.0,63.0,33.0,51.0,51.0,51.0,57.0,198.0,522.0,114.0,90.0,72.0,129.0,51.0,162.0,102.0,657.0,630.0,144.0,636.0,156.0,120.0,150.0,756.0,180.0,54.0,60.0,48.0,177.0,54.0,129.0,171.0,111.0,177.0,48.0,201.0,138.0,174.0,186.0,975.0,405.0,60.0,102.0,99.0,135.0,45.0,123.0,120.0,168.0,120.0,75.0,168.0,48.0,51.0,72.0,123.0,447.0,138.0,156.0,129.0,744.0,84.0,1053.0,1062.0,147.0,123.0,57.0,156.0,111.0,99.0,186.0,966.0,96.0,30.0,72.0,45.0,36.0,21.0,48.0,21.0,102.0,84.0,63.0,129.0,33.0,21.0,54.0,192.0,96.0,48.0,51.0,87.0,114.0,24.0,141.0,165.0,123.0,126.0,36.0,150.0,96.0,75.0,192.0,999.0,510.0,114.0,120.0,84.0,111.0,54.0,102.0,132.0,165.0,159.0,63.0,156.0,66.0,69.0,42.0,177.0,801.0,138.0,168.0,156.0,1200.0,165.0,1161.0,1002.0,165.0,159.0,66.0,186.0,138.0,171.0,216.0,1062.0,624.0,105.0,96.0,111.0,99.0,36.0,108.0,135.0,909.0,768.0,192.0,930.0,204.0,150.0,177.0,960.0,927.0,168.0,156.0,189.0,1206.0,177.0,819.0,1044.0,960.0,1011.0,204.0,930.0,873.0,1137.0,1077.0,7599.0,limao
27,2424.0,387.0,621.0,504.0,402.0,81.0,477.0,561.0,549.0,429.0,189.0,762.0,159.0,123.0,204.0,978.0,465.0,138.0,153.0,162.0,444.0,96.0,468.0,561.0,159.0,153.0,45.0,150.0,102.0,90.0,138.0,687.0,459.0,108.0,162.0,96.0,120.0,33.0,99.0,84.0,564.0,744.0,189.0,861.0,147.0,138.0,156.0,1020.0,225.0,51.0,42.0,33.0,144.0,36.0,174.0,162.0,135.0,120.0,60.0,159.0,81.0,123.0,162.0,933.0,759.0,165.0,147.0,135.0,180.0,30.0,84.0,111.0,159.0,156.0,63.0,141.0,54.0,51.0,51.0,204.0,162.0,75.0,63.0,63.0,126.0,36.0,147.0,168.0,78.0,33.0,33.0,69.0,63.0,39.0,60.0,195.0,558.0,99.0,135.0,93.0,123.0,18.0,129.0,84.0,831.0,1044.0,159.0,957.0,189.0,153.0,120.0,972.0,216.0,45.0,51.0,51.0,159.0,39.0,147.0,198.0,228.0,174.0,90.0,210.0,162.0,177.0,180.0,975.0,426.0,105.0,129.0,99.0,72.0,21.0,87.0,102.0,204.0,129.0,78.0,129.0,45.0,39.0,42.0,195.0,423.0,129.0,141.0,135.0,327.0,78.0,450.0,678.0,144.0,96.0,60.0,165.0,105.0,90.0,114.0,873.0,117.0,45.0,72.0,36.0,24.0,6.0,45.0,18.0,120.0,87.0,45.0,138.0,27.0,30.0,42.0,171.0,117.0,30.0,66.0,63.0,96.0,45.0,135.0,147.0,99.0,117.0,27.0,180.0,102.0,120.0,165.0,1125.0,621.0,159.0,153.0,108.0,99.0,57.0,81.0,105.0,207.0,126.0,54.0,183.0,45.0,24.0,39.0,192.0,666.0,201.0,168.0,147.0,528.0,120.0,480.0,735.0,162.0,159.0,81.0,249.0,144.0,180.0,168.0,900.0,771.0,87.0,168.0,126.0,126.0,33.0,123.0,147.0,1149.0,1086.0,216.0,972.0,138.0,156.0,192.0,1041.0,1017.0,177.0,177.0,153.0,918.0,186.0,747.0,984.0,1062.0,1071.0,318.0,1044.0,1011.0,1194.0,981.0,6882.0,limao
28,1764.0,324.0,678.0,528.0,327.0,33.0,408.0,567.0,513.0,492.0,168.0,846.0,96.0,42.0,96.0,966.0,588.0,135.0,168.0,144.0,471.0,30.0,861.0,1401.0,135.0,93.0,18.0,114.0,102.0,42.0,129.0,1461.0,273.0,42.0,117.0,45.0,78.0,9.0,75.0,63.0,450.0,645.0,138.0,1248.0,54.0,69.0,138.0,1629.0,90.0,6.0,27.0,18.0,72.0,12.0,105.0,102.0,84.0,63.0,18.0,87.0,93.0,63.0,126.0,1167.0,723.0,132.0,171.0,126.0,105.0,15.0,132.0,42.0,168.0,231.0,42.0,177.0,18.0,15.0,48.0,90.0,102.0,3.0,21.0,24.0,117.0,12.0,99.0,120.0,30.0,27.0,18.0,33.0,21.0,24.0,27.0,120.0,537.0,72.0,96.0,42.0,96.0,3.0,57.0,27.0,966.0,1812.0,144.0,1746.0,114.0,135.0,144.0,1104.0,129.0,12.0,15.0,21.0,123.0,18.0,150.0,147.0,123.0,99.0,27.0,132.0,96.0,141.0,138.0,945.0,444.0,138.0,117.0,87.0,30.0,6.0,57.0,81.0,99.0,99.0,12.0,78.0,12.0,6.0,9.0,84.0,486.0,120.0,204.0,174.0,522.0,84.0,1404.0,1809.0,87.0,78.0,12.0,135.0,69.0,51.0,126.0,726.0,12.0,12.0,21.0,21.0,6.0,3.0,15.0,9.0,36.0,72.0,6.0,54.0,24.0,15.0,18.0,81.0,48.0,6.0,21.0,30.0,66.0,6.0,117.0,141.0,60.0,48.0,15.0,105.0,57.0,63.0,120.0,1050.0,468.0,117.0,108.0,90.0,51.0,9.0,21.0,84.0,138.0,180.0,27.0,138.0,21.0,6.0,27.0,138.0,762.0,84.0,150.0,120.0,927.0,87.0,1227.0,822.0,132.0,96.0,15.0,153.0,111.0,150.0,162.0,897.0,429.0,51.0,78.0,51.0,60.0,15.0,66.0,57.0,1170.0,2178.0,84.0,840.0,84.0,201.0,117.0,861.0,819.0,75.0,78.0,108.0,1119.0,72.0,819.0,774.0,1218.0,861.0,117.0,939.0,933.0,885.0,969.0,6825.0,limao
